startYear,startMonth,startDay,startTime,endYear,endMonth,endDay,endTime,displayDate,headline,text,mediaUrl,mediaCredit,mediaCaption,mediaThumbail,type,group,backgroundUrl,backgroundColor
,,,,,,,,,Cronología Autobuses Donostia ,"<p class = ""lead""> En la siguiente cronología, se explicará el proceso de los 130 años de historia de los autobuses de Donostia, desde su creación en 1886 hasta el día de hoy.</p>",https://static2.diariovasco.com/www/pre2017/multimedia/noticias/201608/28/media/16967645.JPG ,https://es.wikipedia.org/wiki/Netflix,Autobuses,,title,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1886,8,28,,1886,,,,,Fundación ,<p> Se funda la Compañía del Tranvía de San Sebastián y empieza una nueva forma de desplazarse y movilizarse para los ciudadanos de San Sebastián. </p>,https://www.dbus.eus/wp-content/uploads/2014/01/171.jpg ,,Fundación,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1887,7,18,,1887,,,,,Inauguración,"<p> Un año después de la fundación, se inaugura la primera línea de tranvía, que por aquel entonces se trababa de un tranvía a caballo, uniendo así La Concha, el Boulevard y las cocheras.</p>",https://static3.diariovasco.com/www/multimedia/201712/05/media/cortadas/29944458--624x458.JPG,,,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1888,6,13,,1888,,,,,Inauguración de la única línea que existe,<p> </p>,,,,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1897,8,22,,1897,,,,,Primeros tranvías eléctricos,"<p> Se implantan los primeros tranvías eléctricos y San Sebastián se convierte en la segunda ciudad española que cuenta con tranvías eléctricos, tras Bilbao. </p>",https://static.eldiario.es/clip/ed7761c6-e792-4dd3-96c7-300caa4c9f4b_16-9-aspect-ratio_default_0.jpg ,,Tranvías,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1903,11,3,,1915,7,15,,,Expansión tranvías eléctricos,"<p> Se inicia un proceso de expansión y se crean nuevas líneas: Línea de Amara, Línea de Gros y Línea de Igueldo. </p>",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwTlfSRs6p_1jaf8TClufZC2xl0xAynqb_Undi2qulHFH5LLeGUi3HXZTiW8yVyGExb-c&usqp=CAU,,Expansión,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1948,7,18,,1948,,,,,Primeros trolebuses ,"<p> Se incorporaron los trolebuses que, poco a poco, fueron sustituyendo a los antiguos tranvías eléctricos.  </p>",https://1.bp.blogspot.com/-vnrNa917kO0/XSx9KiL1MtI/AAAAAAAAUyY/yidyLF1ynw0eOe2k8cZWmI0Umy4z_GYuACLcBGAs/s1600/1304R.jpg ,,Trolebuses,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1949,6,26,,1953,1,12,,,Expansión trolebuses ,"<p> Esta expansión de los trolebuses hizo que se crearan nuevas líneas en Amara (1949), Gros (1950) y Rentería (1953). </p>","http://1.bp.blogspot.com/-x8iCkK-7Bug/ULz6ASaZnkI/AAAAAAAABkc/w5sOSColzLQ/s1600/JHM-1968-0560+-+San-Sebastian,+trolleybus.jpg ",,Expansión,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1958,7,11,,1958,,,,,Disminución de los trolebuses,"<p> Se suprime el servicio de trolebuses en San Sebastián y, poco a poco, empieza a disminuir el uso de los mismos. </p>",https://www.revistacolectibondi.com.ar/wp-content/uploads/2021/02/sandon04.png,,,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1960,,,,1960,,,,,Aparición de los autobuses,"<p> Los trolebuses empiezan a ser sustituidos por los autobuses. Aun así, conviven juntos durante varios años, incluso llegando a fabricar trolebuses de dos pisos que recordaban a los emblemáticos autobuses londinenses. </p>",https://static1.diariovasco.com/www/multimedia/201804/22/media/cortadas/bus6-k09-U501689847730ypH-624x385@Diario%20Vasco.jpg,,Autobuses,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
1968,12,31,,1968,,,,,Sustitución completa autobuses-trolebuses,"<p> Los trolebuses desaparecen definitivamente, los cuales dieron su último servicio en 1973 en la línea de Rentería, con las líneas de Amara y Gros ya desaparecidas. </p>",,,,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
2021,,,,2021,,,,,130 autobuses en Donostia ,"<p> Actualmente en San Sebastián existen 130 autobuses urbanos, disponen de 7 líneas (Zona Oeste, Zona Centro, Zona Este, Internaciónal, Microbús, Nocturno y Especiales) y es el transporte público más utilizado en la ciudad. </p>",https://www.enterat.com/_images/servicios/autobusesdbus.jpg ,,,,,,https://i.pinimg.com/originals/6e/42/cd/6e42cdc9e3ea94440b423409eb01d064.png,#000000
